NAME,ADDRESS,LATITUDE,LONGITUDE
MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,32.721627965,-102.654878856
SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN STREET,35.198967404,-100.248119369
LIFECARE HOSPITALS OF FORT WORTH,6201 OVERTON RIDGE BOULEVARD,32.6790541500001,-97.4212044559999
KINDRED HOSPITAL - FORT WORTH,815 EIGHTH AVENUE,32.735773775,-97.343353828
REGENCY HOSPITAL OF FORT WORTH,6801 OAKMONT BOULEVARD,32.6620325440001,-97.414232688
EL PASO CHILDREN'S HOSPITAL,4845 ALAMEDA AVENUE,31.7715011970001,-106.433794967
OVERLOOK MEDICAL CENTER,1000 GALLOPING HILL RD,40.6748157380001,-74.2656545249999
KINDRED HOSPITAL EAST HOUSTON,15101 EAST FREEWAY,29.7745537640001,-95.144655783
BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN,3601 NORTH CALAIS STREET,33.676635348,-96.601852209
BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,305 MALLARD LANE,30.5909437560001,-97.41538166
CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,115 AIRPORT ROAD,33.157628022,-95.600144706
SOLARA HOSPITAL HARLINGEN,508 VICTORIA LANE,26.1598265650001,-97.672745261
UNIVERSITY OF TEXAS HEALTH CENTER - TYLER,11937 HIGHWAY 271 NORTH,32.425950088,-95.2134284109999
LAREDO SPECIALTY HOSPITAL,2005 BUSTAMANTE STREET,27.5335293810001,-99.473636974
COVENANT SPECIALTY HOSPITAL,3815 20TH STREET,33.5766576,-101.897061529
KINDRED HOSPITAL - MANSFIELD,1802 HIGHWAY 157 NORTH,32.599038632,-97.144353574
UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,33.902430581,-98.5019807909999
PAM SPECIALTY HOSPITAL OF NEW BRAUNFELS,1445 HANZ DRIVE,29.729269366,-98.102741887
MID-JEFFERSON EXTENDED CARE HOSPITAL,2600 HIGHWAY 365,29.9555985750001,-93.986876583
CORNERSTONE SPECIALTY HOSPITALS CLEAR LAKE,709 MEDICAL CENTER BLVD,29.5374054980001,-95.129829307
"SOLARA HOSPITAL HARLINGEN, BROWNSVILLE CAMPUS",333 LORENALY DRIVE,25.973809343,-97.509889213
SPRING HOSPITAL,20635 KUYKENDAHL ROAD,30.070975554,-95.511949113
NEXUS SPECIALTY HOSPITAL - THE WOODLANDS,9128 SIX PINES DRIVE,30.1723723900001,-95.460659465
AUSTIN VA OUTPATIENT CLINIC,7901 METROPOLIS DR,30.205816038,-97.6902887379999
THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,3315 S ALAMEDA ST,27.75277054,-97.3891922769999
BAYLOR SCOTT & WHITE MCLANE CHILDRENS MEDICAL CENTER,1901 SW H.K. DODGEN LOOP,31.0725498890001,-97.375465063
ADVENTHEALTH CENTRAL TEXAS,2201 SOUTH CLEAR CREEK ROAD,31.1134499070001,-97.801670811
KINDRED HOSPITAL NORTH HOUSTON,7407 NORTH FREEWAY,29.867380186,-95.4080037799999
CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 EAST HOUSTON HIGHWAY,28.4074275360001,-97.731544118
CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,11212 STATE HIGHWAY 151,29.4667339870001,-98.695910455
BAPTIST MEDICAL CENTER,111 DALLAS STREET,29.4335889390001,-98.492640783
KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,21.3632484720001,-157.89992749
KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA ST,19.5200309700001,-155.917410035
KUAKINI MEDICAL CENTER,347 NO KUAKINI ST,21.3220399740001,-157.856944052
SETON SHOAL CREEK HOSPITAL,3501 MILLS AVENUE,30.3059214890001,-97.748399935
AUSTIN LAKES HOSPITAL,1025 EAST 32ND STREET,30.2885210360001,-97.724346165
HICKORY TRAIL HOSPITAL,2000 NORTH OLD HICKORY TRAIL,32.628238927,-96.864914728
UNIVERSITY BEHAVIORAL HEALTH OF DENTON,2026 WEST UNIVERSITY,33.231285402,-97.156446707
EL PASO BEHAVIORAL HEALTH SYSTEM,1900 DENVER AVENUE,31.780365095,-106.475953388
RIO GRANDE STATE CENTER,1401 SOUTH RANGERVILLE ROAD,26.160678551,-97.707040553
HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER DRIVE,29.823425559,-95.5463103339999
KERRVILLE STATE HOSPITAL,721 THOMPSON DRIVE,30.046855018,-99.15625399
DEVEREUX TEXAS TREATMENT NETWORK,1150 DEVEREUX DRIVE,29.506835601,-95.10672113
RIVER CREST HOSPITAL,1636 HUNTERS GLEN ROAD,31.447274362,-100.510233023
LAUREL RIDGE TREATMENT CENTER,17720 CORPORATE WOODS DRIVE,29.6032306480001,-98.437882982
TERRELL STATE HOSPITAL,1200 EAST BRIN STREET,32.7407598610001,-96.262741851
ASCENSION DEPAUL CENTER,301 LONDONDERRY DRIVE,31.5110022000001,-97.1983971719999
LONE STAR BEHAVIORAL HEALTH CYPRESS,16303 GRANT ROAD,30.0242799210001,-95.662770856
MONTGOMERY COUNTY MENTAL HEALTH TREATMENT FACILITY,700 HILBIG ROAD,30.3357827890001,-95.445110556
MESA SPRINGS,5560 MESA SPRINGS DRIVE,32.6398134040001,-97.4128976269999
OCEANS BEHAVIORAL HOSPITAL OF LUFKIN,302 GOBBLERS KNOB RD,31.3070738370001,-94.745738762
ROCK PRAIRIE BEHAVIORAL HEALTH,3550 NORMAND DRIVE,30.580550455,-96.292579147
HOPEBRIDGE HOSPITAL,5556 GASMER,29.651736354,-95.4777382029999
HAVEN BEHAVIORAL HOSPITAL OF FRISCO,5680 FRISCO SQUARE BOULEVARD,33.151138614,-96.8378581109999
WELLBRIDGE HEALTHCARE GREATER DALLAS,4301 MAPLESHADE LANE,33.005806416,-96.776953003
SUNDANCE HOSPITAL DALLAS,2696 W WALNUT ST,32.913296459,-96.670160045
TMC BEHAVIORAL HEALTH CENTER,2601 CORNERSTONE DRIVE,33.6635435540001,-96.613359282
JPS HEALTH NETWORK - TRINITY SPRINGS NORTH,1000 ST LOUIS AVENUE,32.733934452,-97.3286408279999
WELLBRIDGE HOSPITAL OF FORT WORTH,6200 OVERTON RIDGE BLVD,32.6802200860001,-97.4191700169999
CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,30.338201999,-97.677229475
GUNDERSEN LUTHERAN MEDICAL CENTER,1910 SOUTH AVE,43.7945860240001,-91.246967163
MOLOKAI GENERAL HOSPITAL,280 HOME OLU PL,21.0941080220001,-157.017252674
KAPIOLANI MEDICAL CENTER FOR WOMEN AND CHILDREN,1319 PUNAHOU ST,21.3003561,-157.833736467
PALI MOMI MEDICAL CENTER,98-1079 MOANALUA RD,21.383478638,-157.938695571
ST. DAVID'S REHABILITATION CENTER,1005 EAST 32ND STREET,30.2896893220001,-97.7249857629999
HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,1215 RED RIVER,30.2731283970001,-97.734112941
SELECT REHABILITATION HOSPITAL OF DENTON,2620 SCRIPTURE STREET,33.2199409180001,-97.167844831
HIGHLANDS REGIONAL REHABILITATION HOSPITAL,1395 GEORGE DIETER DRIVE,31.732169727,-106.303027336
TIRR MEMORIAL HERMANN,1333 MOURSUND STREET,29.709336799,-95.3940389649999
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIDLAND/ODESSA,1800 HERITAGE BOULEVARD,31.99956331,-102.155948211
ENCOMPASS HEALTH HOSPITAL OF ROUND ROCK,1400 HESTER'S CROSSING,30.483523301,-97.693435091
WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONIO,5101 MEDICAL DRIVE,29.513908988,-98.586958152
CHRISTUS ST. MICHAEL REHABILITATION HOSPITAL,2400 ST MICHAEL DRIVE,33.465030552,-94.0707252239999
UT HEALTH EAST TEXAS REHABILITATION HOSPITAL,701 OLYMPIC PLAZA CIRCLE,32.3368877570001,-95.291955996
BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,6601 HARRIS PARKWAY,32.6542103360001,-97.418038376
BAYLOR INSTITUTE FOR REHABILITATION AT FRISCO,2990 LEGACY DRIVE,33.102954192,-96.8403865289999
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CYPRESS,13031 WORTHAM CENTER DRIVE,29.9203379570001,-95.61340961
ENCOMPASS HEALTH REHABILITATION HOSPITAL THE VINTAGE,20180 CHASEWOOD PARK DRIVE,29.9901765500001,-95.5711086379999
CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,34.2013271970001,-86.805729571
WARM SPRINGS REHABILITATION HOSPITAL OF THOUSAND OAKS,14747 JONES MALTSBERGER ROAD,29.576365556,-98.444854838
CENTRAL TEXAS REHABILIATION HOSPITAL,700 WEST 45TH STREET,30.3122704800001,-97.734793369
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,811 WRIGHT STREET,32.748815316,-97.1156069799999
CHRISTUS SOUTHEAST TEXAS ORTHOPEDIC SPECIALTY CENTER,3650 LAUREL AVENUE,30.083382783,-94.139808402
TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,29.7002119370001,-95.409068595
BAYLOR SCOTT AND WHITE THE HEART HOSPITAL PLANO,1100 ALLIED DRIVE,33.0145994910001,-96.789394895
TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS,7115 GREENVILLE AVENUE,32.87687764,-96.762261574
THE CORPUS CHRISTI MEDICAL CENTER - THE HEART HOSPITAL,7002 WILLIAMS DRIVE,27.692734536,-97.345761648
WISE HEALTH SURGECAL HOSPITAL,3200 NORTH TARRANT PARKWAY,32.896877993,-97.3129055489999
ST DAVIDS SURGICAL HOSPITAL A CAMPUS OF NORTH AUSTIN MEDICAL CTR,1201 W LOUIS HENNA BLVD,30.4771409590001,-97.6904586209999
CURAHEALTH TUCSON LLC,355 NORTH WILMOT,32.2256468420001,-110.85851627
PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,32.2559376840001,-110.876118778
GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,400 WATER AVE,43.6487260820001,-90.34520407
MARSHALL MEDICAL CENTERS NORTH CAMPUS,8000 ALABAMA HIGHWAY 69,34.3649133480001,-86.421351527
CENTRAL ALABAMA VETERANS HEALTH CARE SYSTEM WEST CAMPUS,215 PERRY HILL RD,32.3769911360001,-86.2436852179999
DECATUR MORGAN HOSPITAL - PARKWAY CAMPUS,"1874 BELTLINE ROAD, S.W.",34.5768967860001,-87.0158086599999
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF GADSDEN,801 GOODYEAR AVENUE,34.0067412230001,-85.968488438
FLOWERS HOSPITAL,4370 WEST MAIN STREET,31.237429987,-85.45704246
DEKALB REGIONAL MEDICAL CENTER,200 MEDICAL CENTER DRIVE,34.4412798390001,-85.756218367
RUSSELL MEDICAL CENTER,3316 HIGHWAY 280,32.9302132720001,-85.969566148
GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,33.43293355,-86.717441464
WAHIAWA GENERAL HOSPITAL,128 LEHUA ST,21.498901114,-158.025913732
KAHI MOHALA,91-2301 FORT WEAVER RD,21.373936868,-158.034026541
"MEDICAL WEST HOSPITAL AUTHORITY, AN AFFILIATE OF UAB HEALTH SYSTEM",995 NINTH AVENUE SOUTHWEST,33.3718483100001,-86.990748485
HILO MEDICAL CENTER,1190 WAIANUENUE AVE,19.718139702,-155.112841874
CHEROKEE MENTAL HEALTH INSTITUTE,1200 WEST CEDAR STREET,42.757162851,-95.5726143109999
SANFORD SHELDON MEDICAL CENTER,118 NORTH 7TH AVENUE,43.1871186160001,-95.84643707
MERCY MEDICAL CENTER-CLINTON,1410 NORTH 4TH STREET,41.861501821,-90.189015528
CENTRAL COMMUNITY HOSPITAL,901 DAVIDSON STREET NORTHWEST,42.856670088,-91.407572872999907
MARENGO MEMORIAL HOSPITAL,"300 MAY STREET, BOX 228",41.802126168,-92.073517108
NORTH IOWA MEDICAL CENTER WEST CAMPUS,910 NORTH EISENHOWER AVENUE,43.1555603210001,-93.264376537
MENTAL HEALTH INSTITUTE,1200 EAST WASHINGTON STREET,40.95554287,-91.535949375
BEAR LAKE MEMORIAL HOSPITAL,164 SOUTH FIFTH STREET,42.316163073,-111.30027387
NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,47.7154556780001,-116.924388547
GUNDERSEN TRI-COUNTY HOSPITAL AND CLINICS,18601 LINCOLN ST,44.3643262520001,-91.318749501
TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,43.6126192670001,-116.290926014
CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,41.2377526450001,-96.180395
ANNA HOSPITAL CORPORATION - DBA UNION COUNTY HOSPITAL,517 NORTH MAIN STREET,37.465026628,-89.2455412
GOTTLIEB COMMUNITY HEALTH SERVICES CORPORATION - DBA MACNEAL HOSPITAL,3249 SOUTH OAK PARK AVENUE,41.8319833210001,-87.792156701
COMMUNITY FIRST HEALTHCARE OF ILLINOIS INC - DBA COMMUNITY FIRST MEDICAL CENTER,5645 WEST ADDISON STREET,41.945445508,-87.7678359129999
VIBRA HOSPITAL OF SAN DIEGO,555 WASHINGTON STREET,32.749628069,-117.159769444
ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,34.090215872,-118.144034807
SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,37.775879489,-121.9581807
LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P SNF,216 N 3RD ST,34.641330845,-120.444777122
BETHESDA REHABILITATION HOSPITAL,8225 SUMMA AVE.,30.399226771,-91.099380368
SAGE REHABILITATION INSTITUTE,8220 SUMMA AVENUE,30.400423609,-91.103817087
STERLINGTON REHABILITATION HOSPITAL,370 W. HICKORY STREET,32.776376133,-91.919457817
"NAVAL HOSPITAL LEMOORE",937 FRANKLIN AVE,36.2642058010001,-119.893134112
LOS ANGELES AMBULATORY CARE CENTER,351 E TEMPLE ST,34.052015037,-118.238420471
EXODUS RECOVERY PHF,9808 VENICE BLVD,34.0234136560001,-118.397947171
UNIVERSITY MEDICAL CENTER NEW ORLEANS,2021 PERDIDO ST.,29.960185762,-90.081948944
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,1710 BARTON ROAD,34.0494388270001,-117.214083143
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,250 PROSPECT PLACE,32.694142798,-117.168592207
VA MEDICAL CENTER - PALO ALTO DIVISION,3801 MIRANDA AVE,37.4053530240001,-122.139784645
JEWISH HOME & REHAB CENTER,302 SILVER AVENUE,37.7277742370001,-122.430891015
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BOULEVARD,37.7822836060001,-122.443253353
ADVENTIST HEALTH HANFORD,115 MALL DRIVE,36.323633972,-119.667223471
FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVENUE,35.2779315060001,-120.650641412
VA MEDICAL CENTER - MENLO PARK DIVISION,795 WILLOW RD,37.465292103,-122.161005159
COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,147 N. BRENT STREET,34.2746459910001,-119.258302632
OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HIGHWAY,34.4429151860001,-119.264384312
SANTA ROSA MEMORIAL HOSPITAL-SOTOYOME,151 SOTOYOME STREET,38.4417306500001,-122.702460294
SUTTER MEDICAL CENTER OF SANTA ROSA,3325 CHANATE ROAD,38.469621664,-122.707437111
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,34.6020827880001,-120.126303888
ADVENTIST HEALTH ST. HELENA,10 WOODLAND RD.,38.5425492860001,-122.47485724
ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,2450 ASHBY STREET,37.855876369,-122.257265691
STANFORD HEALTH CARE - VALLEYCARE,5555 WEST LAS POSITAS BLVD.,37.693596465,-121.880307614
DAMERON HOSPITAL,525 WEST ACACIA,37.961673262,-121.300982961
BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,40.436883277,-120.627728476
CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,1500 EAST DUARTE ROAD,34.1298015090001,-117.971137969
ADVENTIST HEALTH GLENDALE,1509 EAST WILSON TERRACE,34.1503629690001,-118.23006375
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD.,34.06534422,-117.985695172
KAISER FOUNDATION HOSPITAL - MENTAL HEALTH CENTER,765 COLLEGE STREET,34.0668973360001,-118.243401894
MOTION PICTURE AND TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,34.1579782520001,-118.63663587
NORWALK COMMUNITY HOSPITAL,13222 BLOOMFIELD AVENUE,33.910671194,-118.064124345
MADERA COMMUNITY HOSPITAL,1250 EAST ALMOND AVENUE,36.9438121160001,-120.0446582
EL CAMINO HEALTH,2500 GRANT ROAD,37.3694588220001,-122.079995668
KAISER PERMANENTE P.H.F - SANTA CLARA,3598 HOMESTEAD RD,37.336332601,-122.002031407
ST. LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,37.036558364,-121.571371037
DOMINICAN HOSPITAL-SANTA CRUZ/FREDERICK,610 FREDERICK STREET,36.9797036090001,-122.00330953
SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,36.987699757,-121.977416617
WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,36.927130666,-121.792911066
BURLINGAME HEALTH CARE CENTER D/P SNF,1100 TROUSDALE DRIVE,37.5955287,-122.382845793
MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,37.592512749,-122.382323604
SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,37.4793650190001,-122.254884344
SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,37.679885041,-122.474237571
SETON COASTSIDE,600 MARINE BOULEVARD,37.526391447,-122.507276616
NOVATO COMMUNITY HOSPITAL,180 ROLAND WAY,38.0992549150001,-122.56002452
COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,2823 FRESNO ST,36.743890379,-119.785239804
ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,36.8350874830001,-119.765762853
KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,901 NEVIN,37.937184664,-122.361378438
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 SOUTH MAIN STREET,37.891346362,-122.058839307
KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,37.950991125,-121.775138218
BAKERSFIELD MEMORIAL HOSPITAL,420 - 34TH STREET,35.3913423340001,-119.006873306
RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD.,35.640672023,-117.671250966
MERCY GENERAL HOSPITAL,4001 J STREET,38.5700612750001,-121.452468425
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,2425 STOCKTON BLVD,38.55296329,-121.455330044
ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER STREET,40.7841218500001,-124.142236906
HOAG HOSPITAL IRVINE,16200 SAND CANYON AVENUE,33.660701768,-117.772409483
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1 HOAG DR,33.6244711150001,-117.929302005
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,6640 ALTON PARKWAY,33.6582356330001,-117.774927793
ST. JOSEPH HOSPITAL - ORANGE,1100 WEST STEWART DRIVE,33.7814698020001,-117.864222711
NORTHSIDE HOSPITAL GWINNETT,1000 MEDICAL CENTER BOULEVARD,33.963676778,-84.0175634509999
EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,34.06667514,-84.176628082
SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,11 UPPER RIVERDALE ROAD SW,33.5793286960001,-84.389133799
JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,33.3141925840001,-83.686482115
EMORY LONG TERM CARE,450 NORTH CANDLER STREET,33.7774700000001,-84.2929169559999
OCHSNER MEDICAL CENTER-WEST BANK,120 OSCHNER BLVD,29.884312607,-90.0276060419999
WEST CARROLL MEMORIAL HOSPITAL,706 ROSS ST,32.8682987380001,-91.382381986
WK BOSSIER HEALTH CENTER,2400 HOSPITAL DR,32.5583302700001,-93.718205857
ACADIA-ST. LANDRY HOSPITAL,810 S BROADWAY ST,30.3955956250001,-92.211149816
OCHSNER MEDICAL CENTER-NORTH SHORE,100 MEDICAL CENTER DR,30.287185687,-89.7426567799999
JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON RD,30.2394413480001,-92.662935136
ST. MARTIN HOSPITAL,210 CHAMPAGNE BLVD,30.282792091,-91.889858276
WILLIS-KNIGHTON MEDICAL CENTER,2600 GREENWOOD RD,32.48441774,-93.779917203
SACRED HEART HOSPITAL,900 W CLAIREMONT AVE,44.7944657740001,-91.510666756
UPLAND HILLS HEALTH,800 COMPASSION WAY,42.9513239610001,-90.129462769
RICHLAND HOSPITAL,333 E SECOND ST,43.338702283,-90.382274339
FROEDTERT WEST BEND HOSPITAL,3200 PLEASANT VALLEY ROAD,43.355758838,-88.195096963
THEDACARE MEDICAL CENTER WILD ROSE COM MEM HOSPITAL INC,"601 GROVE AVE, PO BOX 243",44.183560533,-89.246059501
MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO STREET,34.078757766,-117.695976573
USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BOULEVARD,34.2048888570001,-118.215980012
CHILDREN'S HEALTHCARE OF ATLANTA,1001 JOHNSON FERRY RD,33.9060816410001,-84.353951837
DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,33.791089135,-84.2829100989999
ROGERS MEMORIAL HOSPITAL BROWN DEER,4600 W SCHROEDER DRIVE,43.1873094050001,-87.967626196
BELLA SERA,1131 NO. CHINA LAKE BOULEVARD,35.640900451,-117.672631053
MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING STREET NW,38.9296519440001,-77.015648297
GEORGE WASHINGTON UNIVERSITY HOSPITAL,900 23RD STREET NW,38.901319008,-77.050636676
HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,46.0347967970001,-91.485746875
BETHESDA HOSPITAL WEST,9655 W BOYNTON BEACH BLVD,26.5297280450001,-80.199767724
BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,28.5388338240001,-82.443491598
96TH MEDICAL GROUP-EGLIN HOSPITAL,307 BOATNER RD,30.4608398550001,-86.555232652
CHILDRENS HOSPITAL COLORADO SOUTH CAMPUS,1811 PLAZA DRIVE,39.5573325030001,-105.01001289
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,25.868542426,-80.312269678
UF HEALTH JACKSONVILLE,655 W 8TH ST,30.3485052390001,-81.664274824
FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,42.3499728210001,-71.142631044
AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET,43.409986668,-94.8336579159999
MERCY MEDICAL CENTER-DYERSVILLE,1111 3RD STREET SW,42.475627138,-91.130535681
FLOYD COUNTY MEMORIAL HOSPITAL,800 11TH ST,43.051454645,-92.683643714
ASPIRE HEALTH PARTNERS INC,1800 MERCY DR,28.5676328920001,-81.434244883
BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,26.9409464170001,-82.040277401
ST JOSEPH'S HOSPITAL SOUTH,6901 SIMMONS LOOP,27.787781212,-82.34510464
ADVENTHEALTH WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,28.195624133,-82.351142607
UNIVERSITY OF MIAMI HOSPITAL AND CLINICS,1475 NW 12TH AVE,25.7882977530001,-80.215652506
NORTH TAMPA BEHAVIORAL HEALTH,29910 SR 56,28.2003665390001,-82.3238114179999
WINTER HAVEN WOMEN'S HOSPITAL,101 AVE O SE,28.0089756850001,-81.7261778559999
FORT MADISON COMMUNITY HOSPITAL,5445 AVENUE O,40.625806771,-91.384313374
STORY COUNTY HOSPITAL NORTH,640 6TH STREET,42.017098268,-93.452764762
STORY CITY MEMORIAL HOSPITAL,812 ELM AVENUE,42.1900792550001,-93.5941180569999
TRINITY REGIONAL HOSPITAL,802 SOUTH KENYON ROAD,42.492210175,-94.192179572
HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,42.5006957530001,-93.2606865559999
JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,42.1015127470001,-91.262614849
PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,41.4130032400001,-92.910922564
SIOUX CENTER HEALTH,1101 9TH ST SE,43.0684930370001,-96.15806865
CARIBOU MEMORIAL HOSPITAL,300 SOUTH THIRD WEST,42.6514905230001,-111.614735712
ST LUKE'S ELMORE MEDICAL CENTER,895 NORTH 6TH EAST,43.13889106,-115.693596287
MERIDIAN SERVICES CORP,2401 W UNIVERSITY AVE,40.196783483,-85.414812362
SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE,1575 CAMBRIDGE STREET,42.3753221040001,-71.106943456
WESTERN MASSACHUSETTS HOSPITAL,91 EAST MOUNTAIN RD,42.110369732,-72.700910118
ELLINWOOD DISTRICT HOSPITAL,605 N MAIN STREET,38.3603282070001,-98.5806494719999
HORTON COMMUNITY HOSPITAL,240 WEST 18TH STREET,39.6732742200001,-95.5304938089999
KINGMAN COMMUNITY HOSPITAL,750 W AVE D,37.6476486760001,-98.123219981
SELECT SPECIALTY HOSPITAL OF KS CITY,1731 NORTH 90TH STREET,39.124313887,-94.786855643
STEVENS COUNTY HOSPITAL,1006 S JACKSON,37.1711117420001,-101.349186295
SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,37.8182842100001,-96.858900297
JOHNS HOPKINS HOSPITAL,600 NORTH WOLFE STREET,39.2961086980001,-76.591972219
DE QUEEN MEDICAL CENTER,1306 WEST COLLIN RAYE DRIVE,34.0481007920001,-94.3525828419999
VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO DRIVE,35.3413375270001,-94.31306819
HOLY FAMILY MEMORIAL INC,"2300 WESTERN AVE, PO BOX 1450",44.0946546580001,-87.676495777
RIVENDELL BEHAVIORAL HEALTH SERVICES OF ARKANSAS,100 RIVENDELL DRIVE,34.613845978,-92.532931331
ST. BERNARDS MEDICAL CENTER,2712 EAST JOHNSON AVENUE,35.8522148230001,-90.669789258
ST. BERNARDS MEDICAL CENTER,225 EAST WASHINGTON AVENUE,35.8364980210001,-90.702618582
ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,33.138454159,-91.9387990499999
GREAT RIVER MEDICAL CENTER,1520 NORTH DIVISION STREET,35.9430199330001,-89.917311252
"NATIONAL PARK MEDICAL CENTER",1910 MALVERN AVENUE,34.486105111,-93.0353852709999
HOWARD YOUNG MEDICAL CTR,240 MAPLE ST,45.8935042740001,-89.702538519
LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,33.6692528180001,-94.1348520239999
HSHS ST CLARE MEMORIAL HOSPITAL,855 S MAIN ST,44.865334546,-88.1276934429999
MERCY ORTHOPEDIC HOSPITAL FORT SMITH,3601 SOUTH 79TH STREET,35.347456976,-94.343453215
NORTHWEST MEDICAL CENTER,6200 N LACHOLLA BLVD,32.3200039990001,-111.010122721
PARKWAY REGIONAL HOSPITAL,2000 HOLIDAY LANE,36.51903178,-88.8956740579999
